ls,forward
st,forward
rs,forward
lw,forward
lf,forward
cf,forward
rf,forward
rw,forward
lam,midfielder
cam,midfielder
ram,midfielder
lm,midfielder
lcm,midfielder
cm,midfielder
rcm,midfielder
rm,midfielder
ldm,midfielder
cdm,midfielder
rdm,midfielder
lwb,defender
rwb,defender
lb,defender
lcb,defender
cb,defender
rcb,defender
rb,defender
gk,goalkeeper
