285,15/16,Vålerenga Fotball,29
231,15/16,Brighton & Hove Albion,19
180,15/16,Wolverhampton Wanderers,19
333,15/16,Willem II,14
228,15/16,Junior FC,28
225,15/16,Belgrano de Córdoba,18
443,15/16,Envigado FC,28
328,15/16,DC United,10
398,15/16,Aberdeen,23
419,15/16,Amkar Perm,6
496,15/16,CD Leganés,16
337,15/16,ADO Den Haag,14
145,15/16,PEC Zwolle,14
235,15/16,Houston Dynamo,10
251,15/16,Strømsgodset IF,29
146,15/16,Standard de Liège,24
298,15/16,IFK Göteborg,32
318,15/16,Guadalajara,12
81,15/16,New York Red Bulls,10
366,15/16,Randers FC,9
262,15/16,Suwon Samsung Bluewings,17
407,15/16,Audax Italiano,27
365,15/16,Tiburones Rojos de Veracruz,12
299,15/16,FC Nordsjælland,9
131,15/16,1. FC Nürnberg,26
277,15/16,Racing Club de Lens,33
245,15/16,1. FC Kaiserslautern,26
588,15/16,Club Atlético Sarmiento,18
292,15/16,Lech Poznań,31
412,15/16,Chicago Fire,10
381,15/16,Angers SCO,2
215,15/16,Melbourne Victory,13
219,15/16,Malmö FF,32
502,15/16,Milton Keynes Dons,19
326,15/16,FC Sion,25
248,15/16,RCD Mallorca,16
589,15/16,Gimnàstic de Tarragona,16
334,15/16,FC Seoul,17
260,15/16,FC Sochaux-Montbéliard,33
253,15/16,Arsenal de Sarandí,18
159,15/16,CA Osasuna,16
272,15/16,Jaguares de Chiapas,12
309,15/16,Puebla FC,12
241,15/16,Bari,30
276,15/16,SC Paderborn 07,26
312,15/16,Colorado Rapids,10
347,15/16,Le Havre AC,33
280,15/16,Livorno,30
456,15/16,Al Taawoun,20
590,15/16,Bilbao Athletic,16
591,15/16,Como,30
355,15/16,Aalborg BK,9
352,15/16,SK Rapid Wien,21
126,15/16,Elche CF,16
372,15/16,FC Ufa,6
202,15/16,Sporting Lokeren,24
314,15/16,FC St. Gallen,25
458,15/16,Defensa y Justicia,18
121,15/16,Çaykur Rizespor,5
264,15/16,Once Caldas,28
459,15/16,Bristol City,19
338,15/16,Odense Boldklub,9
150,15/16,Club Atlético Lanús,18
592,15/16,Fluminense,38
301,15/16,Eintracht Braunschweig,26
450,15/16,Mordovia Saransk,6
173,15/16,Cesena,30
236,15/16,FC Luzern,25
193,15/16,Wigan Athletic,35
188,15/16,Sporting de Charleroi,24
151,15/16,Évian Thonon Gaillard FC,33
514,15/16,IFK Norrköping,32
563,15/16,Shamrock Rovers,37
436,15/16,Avellino,30
308,15/16,Brisbane Roar,13
252,15/16,TSV 1860 München,26
313,15/16,U.N.A.M.,12
305,15/16,SV Zulte-Waregem,24
358,15/16,CD Lugo,16
593,15/16,Real Oviedo,16
391,15/16,Odds BK,29
399,15/16,Coventry City,35
594,15/16,Club Atlético Huracán,18
271,15/16,CD O'Higgins,27
317,15/16,Virtus Entella,30
270,15/16,VfL Bochum 1848,26
233,15/16,SpVgg Greuther Fürth,26
350,15/16,Western Sydney Wanderers,13
423,15/16,AD Alcorcón,16
335,15/16,Modena,30
543,15/16,Atlético Huila,28
428,15/16,Karlsruher SC,26
595,15/16,DSC Arminia Bielefeld,26
274,15/16,Legia Warszawa,31
331,15/16,FC Ural Yekaterinburg,6
224,15/16,Sydney FC,13
596,15/16,San Luis de Quillota,27
597,15/16,Novara,30
427,15/16,Crotone,30
279,15/16,Millonarios FC,28
488,15/16,1. FC Heidenheim 1846,26
430,15/16,CD Universidad de Concepción,27
400,15/16,Jagiellonia Białystok,31
451,15/16,Pohang Steelers,17
287,15/16,Pescara,30
598,15/16,Roda JC Kerkrade,14
377,15/16,Deportes Tolima,28
414,15/16,Tours FC,33
390,15/16,Quilmes Atlético Club,18
599,15/16,SD Huesca,16
600,15/16,NEC Nijmegen,14
61,15/16,Melbourne City FC,13
327,15/16,Heracles Almelo,14
376,15/16,Lechia Gdańsk,31
461,15/16,SS Virtus Lanciano,30
362,15/16,FC St. Pauli,26
329,15/16,Dijon FCO,33
460,15/16,FK Bodø/Glimt,29
601,15/16,Unión de Santa Fe,18
341,15/16,CD Palestino,27
345,15/16,Godoy Cruz,18
269,15/16,Unión Española,27
435,15/16,Waasland-Beveren,24
500,15/16,Stabæk Fotball,29
346,15/16,SD Ponferradina,16
602,15/16,Oud-Heverlee Leuven,24
506,15/16,Preston North End,19
369,15/16,Helsingborgs IF,32
385,15/16,1. FC Union Berlin,26
472,15/16,Djurgårdens IF,32
453,15/16,Seongnam FC,17
348,15/16,IF Elfsborg,32
603,15/16,Club Atlético Colón,18
281,15/16,Perugia,30
360,15/16,Śląsk Wrocław,31
361,15/16,CD Numancia,16
604,15/16,Paris FC,33
529,15/16,Bradford City,35
605,15/16,Hammarby IF,32
382,15/16,FK Austria Wien,21
316,15/16,Stade Brestois 29,33
434,15/16,UE Llagostera,16
493,15/16,Albacete BP,16
394,15/16,KV Kortrijk,24
479,15/16,Sarpsborg 08 FF,29
606,15/16,US Salernitana 1919,30
425,15/16,CD Huachipato,27
413,15/16,Al Raed,20
432,15/16,BK Häcken,32
371,15/16,CD Cobresal,27
320,15/16,Pogoń Szczecin,31
438,15/16,CD Antofagasta,27
392,15/16,FC Thun,25
386,15/16,SV Sandhausen,26
387,15/16,FK Haugesund,29
367,15/16,Jeju United FC,17
273,15/16,Brescia,30
607,15/16,Red Star FC,33
489,15/16,Chamois Niortais Football Club,33
533,15/16,Halmstads BK,32
304,15/16,Esbjerg fB,9
477,15/16,Excelsior,14
608,15/16,Nueva Chicago,18
388,15/16,Alianza Petrolera,28
343,15/16,Huddersfield Town,19
444,15/16,SC Cambuur,14
258,15/16,AC Ajaccio,33
294,15/16,Birmingham City,19
404,15/16,Incheon United FC,17
609,15/16,Dorados de Sinaloa,12
379,15/16,Latina,30
454,15/16,La Equidad,28
481,15/16,Sheffield United,35
321,15/16,Stade Lavallois Mayenne FC,33
397,15/16,Rionegro Águilas,28
610,15/16,Daejeon Citizen,17
611,15/16,Club Atlético Aldosivi,18
261,15/16,Valenciennes FC,33
359,15/16,Ternana,30
288,15/16,Inverness Caledonian Thistle,23
234,15/16,Aalesunds FK,29
549,15/16,Örebro SK,32
612,15/16,Jaguares de Córdoba,28
356,15/16,Uniautónoma FC,28
409,15/16,Al Faisaly,20
613,15/16,Tromsø IL,29
441,15/16,SK Sturm Graz,21
449,15/16,SønderjyskE,9
440,15/16,Busan IPark,17
344,15/16,Nîmes Olympique,33
340,15/16,Millwall,35
614,15/16,MSV Duisburg,26
424,15/16,Adelaide United,13
289,15/16,Viking FK,29
267,15/16,Kilmarnock,23
465,15/16,IK Start,29
322,15/16,Trapani,30
293,15/16,Atlético de Rafaela,18
462,15/16,Deportivo San Marcos de Arica,27
517,15/16,Colchester United,35
351,15/16,FSV Frankfurt,26
380,15/16,Club Olimpo,18
431,15/16,Clermont Foot 63,33
442,15/16,Motherwell,23
429,15/16,Patriotas Boyacá FC,28
466,15/16,CD Mirandés,16
370,15/16,Deportivo Pasto,28
448,15/16,Deportes Iquique,27
556,15/16,FC Vaduz,25
553,15/16,Southend United,35
615,15/16,Aarhus GF,9
616,15/16,De Graafschap,14
617,15/16,Argentinos Juniors,18
498,15/16,St. Johnstone FC,23
510,15/16,Chesterfield,35
467,15/16,Wellington Phoenix,13
469,15/16,Perth Glory,13
378,15/16,Royal Excel Mouscron,24
494,15/16,Peterborough United,35
324,15/16,Dundee United,23
199,15/16,Wisła Kraków,31
473,15/16,Lillestrøm SK,29
374,15/16,US Créteil-Lusitanos,33
445,15/16,Notts County,36
403,15/16,Leyton Orient,36
618,15/16,GwangJu FC,17
468,15/16,Górnik Zabrze,31
480,15/16,SV Ried,21
525,15/16,Ross County FC,23
508,15/16,Dundee FC,23
452,15/16,Piast Gliwice,31
523,15/16,Portsmouth,36
619,15/16,San Martín de San Juan,18
486,15/16,Hobro IK,9
620,15/16,Cúcuta Deportivo,28
516,15/16,Ruch Chorzów,31
302,15/16,Unión La Calera,27
439,15/16,Boyacá Chicó FC,28
621,15/16,Cortuluá,28
482,15/16,Cracovia,31
622,15/16,Bristol Rovers,36
503,15/16,Walsall,35
545,15/16,Luton Town,36
422,15/16,Barnsley,35
539,15/16,Najran SC,20
547,15/16,Gillingham,35
548,15/16,Northampton Town,36
623,15/16,Viborg FF,9
624,15/16,Ascoli,30
527,15/16,Plymouth Argyle,36
550,15/16,SCR Altach,21
552,15/16,Hajer,20
625,15/16,Zagłębie Lubin,31
515,15/16,Swindon Town,35
626,15/16,FC Lugano,25
542,15/16,Bury,35
627,15/16,Heart of Midlothian,23
567,15/16,Al Khaleej,20
628,15/16,Football Bourg En Bresse Peronnas 01,33
512,15/16,Doncaster Rovers,35
470,15/16,Korona Kielce,31
463,15/16,Partick Thistle FC,23
536,15/16,Dundalk,37
408,15/16,Fleetwood Town,35
509,15/16,Podbeskidzie Bielsko-Biała,31
519,15/16,Oldham Athletic,35
521,15/16,Wolfsberger AC,21
629,15/16,Mjøndalen IF,29
630,15/16,Club Atlético Temperley,18
501,15/16,Shrewsbury,35
528,15/16,Rochdale,35
631,15/16,Crucero del Norte,18
632,15/16,Bruk-Bet Termalica Nieciecza,31
541,15/16,Scunthorpe United,35
551,15/16,AFC Wimbledon,36
555,15/16,Cambridge United,36
562,15/16,Exeter City,36
524,15/16,Newcastle Jets,13
518,15/16,Yeovil Town,36
416,15/16,Blackpool,35
633,15/16,SV Mattersburg,21
505,15/16,Górnik Łęczna,31
520,15/16,FC Admira Wacker Mödling,21
634,15/16,GIF Sundsvall,32
497,15/16,Central Coast Mariners,13
495,15/16,Gefle IF,32
546,15/16,Falkenbergs FF,32
534,15/16,Oxford United,36
574,15/16,Drogheda United,37
540,15/16,Port Vale,35
511,15/16,SV Grödig,21
568,15/16,Stevenage,36
544,15/16,Dagenham and Redbridge,36
492,15/16,Crewe Alexandra,35
635,15/16,Barnet,36
531,15/16,Hamilton Academical FC,23
474,15/16,Åtvidabergs FF,32
559,15/16,Burton Albion,35
513,15/16,Crawley Town,36
569,15/16,Wycombe Wanderers,36
636,15/16,Al Qadisiyah,20
526,15/16,Carlisle United,36
637,15/16,Al Wehda,20
638,15/16,Sandefjord Fotball,29
557,15/16,Morecambe,36
530,15/16,Hartlepool United,36
560,15/16,Mansfield Town,36
504,15/16,St. Patrick's Athletic,37
561,15/16,Cork City,37
554,15/16,York City,36
572,15/16,Accrington Stanley,36
566,15/16,Newport County,36
570,15/16,Sligo Rovers,37
573,15/16,Bohemian FC,37
565,15/16,Derry City,37
571,15/16,Limerick FC,37
639,15/16,Galway United,37
577,15/16,Bray Wanderers,37
640,15/16,Longford Town,37
1,16/17,Real Madrid,0
0,16/17,FC Barcelona,0
2,16/17,FC Bayern München,1
5,16/17,Manchester United,3
4,16/17,Chelsea,3
8,16/17,Arsenal,3
6,16/17,Manchester City,3
3,16/17,Paris Saint-Germain,2
11,16/17,Atlético Madrid,0
9,16/17,Juventus,4
10,16/17,Tottenham Hotspur,3
7,16/17,Borussia Dortmund,1
22,16/17,Inter,4
27,16/17,Bayer 04 Leverkusen,1
64,16/17,West Ham United,3
17,16/17,Liverpool,3
53,16/17,Olympique Lyonnais,2
85,16/17,Leicester City,3
155,16/17,Crystal Palace,3
19,16/17,AS Saint-Étienne,2
12,16/17,Napoli,4
32,16/17,Everton,3
41,16/17,Sporting CP,7
37,16/17,Athletic Club de Bilbao,0
13,16/17,Roma,4
31,16/17,VfL Wolfsburg,1
63,16/17,Borussia Mönchengladbach,1
15,16/17,FC Schalke 04,1
72,16/17,Torino,4
23,16/17,Valencia CF,0
30,16/17,SL Benfica,7
24,16/17,Milan,4
120,16/17,Genoa,4
39,16/17,Villarreal CF,0
28,16/17,FC Porto,7
43,16/17,Beşiktaş JK,5
18,16/17,Zenit St. Petersburg,6
42,16/17,FC Girondins de Bordeaux,2
14,16/17,Galatasaray SK,5
56,16/17,LOSC Lille,2
16,16/17,Fiorentina,4
133,16/17,Boca Juniors,18
21,16/17,AS Monaco,2
77,16/17,Sassuolo,4
35,16/17,Olympique de Marseille,2
51,16/17,Southampton,3
60,16/17,Toronto FC,10
29,16/17,Stoke City,3
26,16/17,Real Sociedad,0
20,16/17,Lazio,4
111,16/17,1. FC Köln,1
242,16/17,Bournemouth,3
108,16/17,Atalanta,4
34,16/17,Fenerbahçe SK,5
48,16/17,Sevilla FC,0
578,16/17,New York City FC,10
179,16/17,Middlesbrough,3
579,16/17,Orlando City SC,10
166,16/17,Tigres U.A.N.L.,12
80,16/17,Stade Rennais FC,2
112,16/17,Sampdoria,4
76,16/17,PSV,14
46,16/17,Lokomotiv Moscow,6
83,16/17,Udinese,4
40,16/17,Swansea City,3
38,16/17,TSG 1899 Hoffenheim,1
55,16/17,Spartak Moscow,6
62,16/17,Málaga CF,0
191,16/17,Watford,3
25,16/17,PFC CSKA Moscow,6
57,16/17,Trabzonspor,5
36,16/17,,8
580,16/17,Antalyaspor,5
73,16/17,LA Galaxy,10
312,16/17,Colorado Rapids,10
137,16/17,Montreal Impact,10
82,16/17,Real Betis,0
33,16/17,Hamburger SV,1
49,16/17,Shakhtar Donetsk,11
310,16/17,Bologna,4
54,16/17,RCD Espanyol,0
69,16/17,Hertha BSC,1
94,16/17,RC Celta,0
214,16/17,UD Las Palmas,0
259,16/17,Empoli,4
71,16/17,Ajax,14
149,16/17,Deportivo de La Coruña,0
75,16/17,West Bromwich Albion,3
143,16/17,Chievo Verona,4
110,16/17,Sunderland,3
106,16/17,FC Augsburg,1
87,16/17,Granada CF,0
79,16/17,FC Krasnodar,6
135,16/17,OGC Nice,2
115,16/17,Panathinaikos FC,15
125,16/17,SV Werder Bremen,1
192,16/17,FC Rostov,6
157,16/17,FC Lorient,2
275,16/17,RB Leipzig,1
139,16/17,Rubin Kazan,6
119,16/17,1. FSV Mainz 05,1
109,16/17,Montpellier HSC,2
226,16/17,Medipol Başakşehir FK,5
122,16/17,Celtic,23
52,16/17,Eintracht Frankfurt,1
144,16/17,Cagliari,4
142,16/17,River Plate,18
127,16/17,Bursaspor,5
45,16/17,Seattle Sounders FC,10
91,16/17,Rayo Vallecano,16
113,16/17,Feyenoord,14
240,16/17,Burnley,3
114,16/17,Portland Timbers,10
74,16/17,Hull City,3
129,16/17,FC Basel 1893,25
330,16/17,Rosario Central,18
176,16/17,Club Brugge KV,24
156,16/17,Monterrey,12
158,16/17,SD Eibar,0
78,16/17,Olympiacos CFP,15
88,16/17,Fulham,19
95,16/17,Toulouse Football Club,2
255,16/17,Santos Laguna,12
66,16/17,Hannover 96,26
68,16/17,Queens Park Rangers,19
182,16/17,Rio Ave FC,7
195,16/17,Al Ahli,20
287,16/17,Pescara,4
132,16/17,Colo-Colo,27
641,16/17,Alanyaspor,5
86,16/17,Racing Club,18
642,16/17,Club Necaxa,12
141,16/17,San Lorenzo de Almagro,18
246,16/17,Real Sporting de Gijón,0
582,16/17,Osmanlıspor,5
70,16/17,VfB Stuttgart,26
65,16/17,Newcastle United,19
418,16/17,Kalmar FF,32
174,16/17,AZ Alkmaar,14
93,16/17,FC Nantes,2
334,16/17,FC Seoul,17
217,16/17,Akhisar Belediyespor,5
585,16/17,FC Anzhi Makhachkala,6
152,16/17,Vitesse,14
104,16/17,Levante UD,16
464,16/17,SV Darmstadt 98,1
124,16/17,RSC Anderlecht,24
363,16/17,Boavista FC,7
189,16/17,FC København,9
154,16/17,FC Utrecht,14
50,16/17,Aston Villa,19
247,16/17,FC Dallas,10
643,16/17,Goiás,39
496,16/17,CD Leganés,0
180,16/17,Wolverhampton Wanderers,19
315,16/17,Deportivo Alavés,0
238,16/17,Independiente,18
644,16/17,Ponte Preta,38
229,16/17,Stade Malherbe Caen,2
90,16/17,SC Braga,7
228,16/17,Junior FC,28
187,16/17,Club León,12
150,16/17,Club Atlético Lanús,18
203,16/17,KV Oostende,24
230,16/17,Philadelphia Union,10
101,16/17,FC Metz,2
99,16/17,Norwich City,19
134,16/17,Club América,12
172,16/17,Sporting Club de Bastia,2
227,16/17,Deportivo Toluca,12
291,16/17,FC Ingolstadt 04,1
136,16/17,Columbus Crew SC,10
204,16/17,Estudiantes de La Plata,18
105,16/17,New England Revolution,10
252,16/17,TSV 1860 München,26
381,16/17,Angers SCO,2
163,16/17,Club Tijuana,12
190,16/17,Palermo,4
175,16/17,Atlético Nacional,28
645,16/17,Club Athletico Paranaense,38
646,16/17,Botafogo,38
647,16/17,Chapecoense,38
648,16/17,Coritiba,38
649,16/17,Internacional,38
208,16/17,Pachuca,12
328,16/17,DC United,10
162,16/17,Cruz Azul,12
384,16/17,Frosinone,30
283,16/17,Nottingham Forest,19
300,16/17,Leeds United,19
274,16/17,Legia Warszawa,31
168,16/17,En Avant de Guingamp,2
343,16/17,Huddersfield Town,19
169,16/17,CD Nacional,7
650,16/17,Grêmio,38
177,16/17,UD Almería,16
59,16/17,Querétaro,12
218,16/17,Atiker Konyaspor,5
159,16/17,CA Osasuna,0
171,16/17,Vitória Guimarães,7
103,16/17,Real Valladolid CF,16
128,16/17,Real Salt Lake,10
236,16/17,FC Luzern,25
92,16/17,FC Red Bull Salzburg,21
277,16/17,Racing Club de Lens,33
241,16/17,Bari,30
130,16/17,Hellas Verona,30
307,16/17,Rangers FC,23
84,16/17,Jeonbuk Hyundai Motors,17
326,16/17,FC Sion,25
651,16/17,Sanfrecce Hiroshima,40
200,16/17,Universidad de Chile,27
206,16/17,Terek Grozny,6
231,16/17,Brighton & Hove Albion,19
97,16/17,Kaizer Chiefs,22
319,16/17,KAA Gent,24
197,16/17,Sheffield Wednesday,19
185,16/17,Universidad Católica,27
306,16/17,BSC Young Boys,25
160,16/17,Gaziantepspor,5
96,16/17,SC Freiburg,1
237,16/17,Clube Sport Marítimo,7
364,16/17,Brentford,19
146,16/17,Standard de Liège,24
167,16/17,Estoril Praia,7
225,16/17,Belgrano de Córdoba,18
178,16/17,Orlando Pirates,22
313,16/17,U.N.A.M.,12
61,16/17,Melbourne City FC,13
121,16/17,Çaykur Rizespor,5
138,16/17,Vancouver Whitecaps FC,10
282,16/17,Os Belenenses,7
331,16/17,FC Ural Yekaterinburg,6
290,16/17,Gençlerbirliği SK,5
271,16/17,CD O'Higgins,27
652,16/17,América FC (Minas Gerais),38
653,16/17,Palmeiras,38
654,16/17,Figueirense,38
655,16/17,Santos,38
656,16/17,Sport Club do Recife,38
657,16/17,Criciúma,39
311,16/17,Deportivo Cali,28
89,16/17,Al Hilal,20
161,16/17,PAOK,15
107,16/17,Stade de Reims,33
396,16/17,Vitória de Setúbal,7
658,16/17,Cruzeiro,38
659,16/17,Vitória,38
581,16/17,Kayserispor,5
186,16/17,FC Groningen,14
507,16/17,US Orléans Loiret Football,33
353,16/17,Girona FC,16
395,16/17,FC Midtjylland,9
147,16/17,Independiente Santa Fe,28
365,16/17,Tiburones Rojos de Veracruz,12
123,16/17,Cardiff City,19
257,16/17,Grasshopper Club Zürich,25
266,16/17,AJ Auxerre,33
329,16/17,Dijon FCO,2
102,16/17,Newell's Old Boys,18
223,16/17,Fortuna Düsseldorf,26
355,16/17,Aalborg BK,9
506,16/17,Preston North End,19
268,16/17,Derby County,19
469,16/17,Perth Glory,13
248,16/17,RCD Mallorca,16
660,16/17,Júbilo Iwata,40
224,16/17,Sydney FC,13
420,16/17,Arsenal Tula,6
67,16/17,Getafe CF,16
423,16/17,AD Alcorcón,16
210,16/17,Sporting Kansas City,10
262,16/17,Suwon Samsung Bluewings,17
213,16/17,Independiente Medellín,28
183,16/17,Club Atlético Tigre,18
165,16/17,Kasimpaşa SK,5
100,16/17,Vélez Sarsfield,18
318,16/17,Guadalajara,12
279,16/17,Millonarios FC,28
592,16/17,Fluminense,38
661,16/17,São Paulo,38
662,16/17,Joinville,39
663,16/17,Santa Cruz,38
212,16/17,KRC Genk,24
354,16/17,AS Nancy Lorraine,2
220,16/17,Rosenborg BK,29
664,16/17,Gamba Osaka,40
296,16/17,SC Heerenveen,14
345,16/17,Godoy Cruz,18
587,16/17,Krylya Sovetov Samara,6
131,16/17,1. FC Nürnberg,26
362,16/17,FC St. Pauli,26
305,16/17,SV Zulte-Waregem,24
209,16/17,Kardemir Karabükspor,5
245,16/17,1. FC Kaiserslautern,26
270,16/17,VfL Bochum 1848,26
148,16/17,Córdoba CF,16
194,16/17,Club Atlas,12
385,16/17,1. FC Union Berlin,26
514,16/17,IFK Norrköping,32
219,16/17,Malmö FF,32
499,16/17,Vicenza,30
281,16/17,Perugia,30
126,16/17,Elche CF,16
222,16/17,Real Zaragoza,16
406,16/17,GFC Ajaccio,33
441,16/17,SK Sturm Graz,21
202,16/17,Sporting Lokeren,24
253,16/17,Arsenal de Sarandí,18
589,16/17,Gimnàstic de Tarragona,16
286,16/17,Ipswich Town,19
593,16/17,Real Oviedo,16
244,16/17,FC Paços de Ferreira,7
215,16/17,Melbourne Victory,13
309,16/17,Puebla FC,12
665,16/17,FC Tokyo,40
243,16/17,FC Arouca,7
211,16/17,AIK,32
325,16/17,Moreirense FC,7
666,16/17,CD Feirense,7
81,16/17,New York Red Bulls,10
321,16/17,Stade Lavallois Mayenne FC,33
292,16/17,Lech Poznań,31
667,16/17,Kawasaki Frontale,40
668,16/17,GD Chaves,7
184,16/17,Molde FK,29
258,16/17,AC Ajaccio,33
235,16/17,Houston Dynamo,10
118,16/17,Al Ittihad,20
339,16/17,Gimnasia y Esgrima La Plata,18
669,16/17,Urawa Red Diamonds,40
332,16/17,Spezia,30
201,16/17,Al Fateh,20
670,16/17,FC Tom Tomsk,6
263,16/17,Monarcas Morelia,12
430,16/17,CD Universidad de Concepción,27
671,16/17,Kashiwa Reysol,40
672,16/17,Atlético Mineiro,38
352,16/17,SK Rapid Wien,21
361,16/17,CD Numancia,16
453,16/17,Seongnam FC,17
419,16/17,Amkar Perm,6
673,16/17,Adanaspor,5
117,16/17,Al Shabab,20
327,16/17,Heracles Almelo,14
251,16/17,Strømsgodset IF,29
273,16/17,Brescia,30
298,16/17,IFK Göteborg,32
674,16/17,Vissel Kobe,40
427,16/17,Crotone,4
398,16/17,Aberdeen,23
598,16/17,Roda JC Kerkrade,14
428,16/17,Karlsruher SC,26
264,16/17,Once Caldas,28
153,16/17,FC Twente,14
412,16/17,Chicago Fire,10
284,16/17,Carpi,30
583,16/17,Sint-Truidense VV,24
394,16/17,KV Kortrijk,24
269,16/17,Unión Española,27
188,16/17,Sporting de Charleroi,24
372,16/17,FC Ufa,6
301,16/17,Eintracht Braunschweig,26
458,16/17,Defensa y Justicia,18
401,16/17,ESTAC Troyes,33
675,16/17,CF Reus Deportiu,16
676,16/17,Yokohama F. Marinos,40
432,16/17,BK Häcken,32
677,16/17,RC Strasbourg Alsace,33
606,16/17,US Salernitana 1919,30
348,16/17,IF Elfsborg,32
456,16/17,Al Taawoun,20
308,16/17,Brisbane Roar,13
265,16/17,CD Tenerife,16
678,16/17,Club Atlético Talleres,18
382,16/17,FK Austria Wien,21
198,16/17,San Jose Earthquakes,10
679,16/17,HJK Helsinki,41
337,16/17,ADO Den Haag,14
272,16/17,Jaguares de Chiapas,12
254,16/17,Reading,19
383,16/17,KV Mechelen,24
595,16/17,DSC Arminia Bielefeld,26
145,16/17,PEC Zwolle,14
366,16/17,Randers FC,9
619,16/17,San Martín de San Juan,18
294,16/17,Birmingham City,19
173,16/17,Cesena,30
680,16/17,Sagan Tosu,40
341,16/17,CD Palestino,27
597,16/17,Novara,30
44,16/17,Brøndby IF,9
295,16/17,Charlton Athletic,35
140,16/17,Al Nassr,20
488,16/17,1. FC Heidenheim 1846,26
388,16/17,Alianza Petrolera,28
594,16/17,Club Atlético Huracán,18
681,16/17,Vasco da Gama,39
482,16/17,Cracovia,31
285,16/17,Vålerenga Fotball,29
360,16/17,Śląsk Wrocław,31
314,16/17,FC St. Gallen,25
358,16/17,CD Lugo,16
584,16/17,CD Tondela,7
400,16/17,Jagiellonia Białystok,31
181,16/17,Blackburn Rovers,19
459,16/17,Bristol City,19
467,16/17,Wellington Phoenix,13
376,16/17,Lechia Gdańsk,31
621,16/17,Cortuluá,28
449,16/17,SønderjyskE,9
451,16/17,Pohang Steelers,17
233,16/17,SpVgg Greuther Fürth,26
407,16/17,Audax Italiano,27
682,16/17,Patronato,18
683,16/17,UCAM Murcia CF,16
370,16/17,Deportivo Pasto,28
472,16/17,Djurgårdens IF,32
624,16/17,Ascoli,30
553,16/17,Southend United,35
232,16/17,KVC Westerlo,24
304,16/17,Esbjerg fB,9
368,16/17,Club Atlético Banfield,18
603,16/17,Club Atlético Colón,18
390,16/17,Quilmes Atlético Club,18
391,16/17,Odds BK,29
389,16/17,SK Brann,29
448,16/17,Deportes Iquique,27
347,16/17,Le Havre AC,33
684,16/17,Ventforet Kofu,40
436,16/17,Avellino,30
199,16/17,Wisła Kraków,31
685,16/17,Pisa,30
379,16/17,Latina,30
438,16/17,CD Antofagasta,27
686,16/17,Albirex Niigata,40
249,16/17,Bolton Wanderers,35
378,16/17,Royal Excel Mouscron,24
193,16/17,Wigan Athletic,19
435,16/17,Waasland-Beveren,24
367,16/17,Jeju United FC,17
350,16/17,Western Sydney Wanderers,13
687,16/17,Cádiz CF,16
207,16/17,Ulsan Hyundai FC,17
377,16/17,Deportes Tolima,28
601,16/17,Unión de Santa Fe,18
688,16/17,Avaí FC,39
689,16/17,Sevilla Atlético,16
322,16/17,Trapani,30
627,16/17,Heart of Midlothian,23
599,16/17,SD Huesca,16
690,16/17,Kashima Antlers,40
293,16/17,Atlético de Rafaela,18
691,16/17,FC Lausanne-Sport,25
692,16/17,FC Würzburger Kickers,26
344,16/17,Nîmes Olympique,33
359,16/17,Ternana,30
386,16/17,SV Sandhausen,26
693,16/17,Ettifaq FC,20
615,16/17,Aarhus GF,9
694,16/17,FC Orenburg,6
424,16/17,Adelaide United,13
605,16/17,Hammarby IF,32
596,16/17,San Luis de Quillota,27
380,16/17,Club Olimpo,18
559,16/17,Burton Albion,19
320,16/17,Pogoń Szczecin,31
333,16/17,Willem II,14
425,16/17,CD Huachipato,27
317,16/17,Virtus Entella,30
540,16/17,Port Vale,35
429,16/17,Patriotas Boyacá FC,28
695,16/17,Atlético Tucumán,18
696,16/17,Club Deportes Temuco,27
485,16/17,FC Pro Vercelli 1892,30
399,16/17,Coventry City,35
697,16/17,Nagoya Grampus,40
698,16/17,CD Everton de Viña del Mar,27
371,16/17,CD Cobresal,27
397,16/17,Rionegro Águilas,28
699,16/17,Atlético Bucaramanga,28
443,16/17,Envigado FC,28
289,16/17,Viking FK,29
316,16/17,Stade Brestois 29,33
500,16/17,Stabæk Fotball,29
611,16/17,Club Atlético Aldosivi,18
600,16/17,NEC Nijmegen,14
297,16/17,Santiago Wanderers,27
431,16/17,Clermont Foot 63,33
625,16/17,Zagłębie Lubin,31
547,16/17,Gillingham,35
234,16/17,Aalesunds FK,29
549,16/17,Örebro SK,32
607,16/17,Red Star FC,33
612,16/17,Jaguares de Córdoba,28
700,16/17,KAS Eupen,24
531,16/17,Hamilton Academical FC,23
288,16/17,Inverness Caledonian Thistle,23
421,16/17,Rotherham United,19
261,16/17,Valenciennes FC,33
701,16/17,Lyngby BK,9
489,16/17,Chamois Niortais Football Club,33
542,16/17,Bury,35
466,16/17,CD Mirandés,16
702,16/17,Benevento,30
404,16/17,Incheon United FC,17
556,16/17,FC Vaduz,25
703,16/17,Shonan Bellmare,40
490,16/17,FC Erzgebirge Aue,26
338,16/17,Odense Boldklub,9
260,16/17,FC Sochaux-Montbéliard,33
477,16/17,Excelsior,14
481,16/17,Sheffield United,35
704,16/17,SPAL,30
705,16/17,SG Dynamo Dresden,26
454,16/17,La Equidad,28
484,16/17,Sangju Sangmu FC,17
410,16/17,Jeonnam Dragons,17
409,16/17,Al Faisaly,20
588,16/17,Club Atlético Sarmiento,18
299,16/17,FC Nordsjælland,9
